From,To,Weight
406,10705,15
406,852,2
406,1738,1
406,10381,12
406,4408,1
406,5791,3
406,5971,1
406,349,2
406,4019,13
406,4960,1
406,1761,1
406,518,2
406,6650,5
406,2765,2
406,704,2
406,5476,1
406,1929,1
406,3609,2
406,8562,3
406,10062,2
406,8556,10
409,1085,1
409,3024,1
409,4186,1
409,1985,1
409,7148,2
409,6322,2
409,5238,2
409,779,2
409,2253,1
409,9429,3
409,9027,1
409,6184,1
409,3765,2
409,9782,1
409,1152,1
409,10886,1
409,9974,3
409,6236,2
409,4603,1
409,5652,2
409,409,2
409,9510,1
409,2681,1
409,625,1
411,2775,1
411,6069,1
411,5164,2
2340,9974,2
2340,8871,2
1950,10298,1
1950,5109,1
1950,1908,1
1950,3637,1
1950,2805,1
1950,6399,1
1950,722,1
1950,1594,1
1950,633,1
1950,688,1
1950,4112,2
1950,51,1
1950,7652,1
1950,8283,1
1950,3279,1
1950,3123,1
1950,9204,1
1950,1955,1
1950,8364,3
1950,10164,1
1950,3420,2
1950,8744,1
1950,1012,1
1950,6377,2
1950,2702,2
1950,10717,1
1950,1750,11
1950,9256,1
1950,8950,2
1950,3854,1
1950,388,1
1950,5265,19
1950,9436,2
1950,1645,8
1950,2257,1
1950,5331,3
1950,5969,60
1950,5502,1
1950,10688,3
1950,9072,1
1950,2924,2
1950,1513,1
1950,9703,1
1950,2136,3
1950,1238,2
1950,3338,1
1950,605,2
1950,4055,3
1950,3602,1
1950,10054,2
1950,2765,1
1950,3907,1
1950,7294,1
1950,1870,1
1950,7507,2
1950,1116,1
1950,446,1
1950,8522,1
1950,3741,1
1950,2898,1
1950,7721,1
1950,8114,1
1950,6455,1
1950,504,1
1950,2856,1
1950,7643,2
1950,6572,1
1950,10473,13
1950,7649,1
416,8155,1
417,7027,1
417,1213,1
417,6539,1
417,4575,1
417,8838,5
417,4502,2
417,2560,9
417,6544,1
417,10432,1
417,6423,1
417,9984,10
417,238,7
417,4356,7
419,8103,2
419,10234,1
419,4210,1
419,2287,2
419,566,2
419,7912,1
420,7177,2
420,3176,1
421,566,3
422,9822,1
422,7413,1
422,5593,6
422,7279,1
423,5661,1
424,6887,1
425,1750,1
2446,4577,1
2446,236,8
2446,8040,5
2446,1057,8
2446,7962,2
2446,6165,1
2446,1335,7
2446,1751,3
2446,5117,1
2446,10682,1
2446,8749,7
2446,5164,18
2446,3521,1
2446,8789,1
2446,8505,4
2446,9703,2
2446,209,8
2446,1412,1
2446,8628,1
2446,1596,1
2446,8178,1
2446,1032,1
2446,9194,3
2446,329,2
2446,3827,3
2446,9354,1
2446,3351,1
2446,1686,1
2446,5604,5
2446,10412,1
2446,10371,1
429,4683,1
431,5354,1
431,8639,3
431,10696,1
431,572,3
431,8085,1
431,10175,1
431,4567,1
431,4214,2
431,4112,4
433,6836,1
433,3912,1
433,9703,1
433,7507,1
433,2560,1
433,9280,2
433,4469,1
434,4112,1
440,5661,1
441,5655,1
441,7490,1
441,5959,1
441,8871,1
441,2911,1
441,1450,1
441,5076,1
441,3677,1
441,4195,1
441,3377,1
441,7587,1
441,693,1
441,1549,2
441,8030,3
441,8463,1
441,10800,5
441,5129,1
441,5091,1
441,566,3
441,758,1
441,9988,1
441,2066,1
441,8310,1
441,1728,1
442,5265,1
443,9918,1
443,5722,1
443,10735,2
443,2560,2
444,4093,1
446,5983,4
446,5265,2
446,1347,1
446,3463,4
446,4476,1
446,2775,2
446,5661,1
446,5248,1
446,4862,8
446,1594,2
447,3061,1
447,3615,1
447,10351,1
3748,2677,1
3748,1693,1
3748,9194,1
3748,2560,1
449,4057,1
449,3724,1
449,3550,1
450,4093,1
454,3271,1
455,2867,1
455,9986,1
455,831,1
455,2467,1
455,1966,1
455,5788,7
455,6199,2
455,8856,1
456,2986,13
456,6426,1
456,9335,2
456,8455,1
456,7976,1
456,10894,1
456,10058,1
456,5895,1
456,8275,1
456,9777,6
456,8659,4
456,1181,1
456,4142,22
456,10284,1
456,326,1
456,3639,1
456,9717,1
456,10540,1
459,10114,1
459,8307,1
459,5034,8
461,5476,2
461,1929,2
461,8650,5
461,2452,5
461,2770,1
461,10765,1
461,9645,1
461,6887,1
461,6349,1
461,10410,1
461,2676,2
462,5661,1
463,7698,1
463,1779,1
463,2758,1
463,2989,1
463,4634,1
463,7010,1
463,9957,1
463,4159,1
463,2176,1
2659,1089,1
466,1335,2
467,1750,2
467,5969,1
468,1702,1
468,8155,3
468,541,1
469,1927,2
469,3657,2
469,4110,2
470,7422,1
472,1750,3
475,8981,1
475,8253,2
475,2560,1
475,5593,2
475,3573,3
475,6349,1
475,475,1
475,8965,4
475,4862,1
475,7059,2
475,5256,1
476,7693,1
479,4093,1
480,3132,2
480,8454,2
480,1206,1
480,3351,2
480,115,1
480,239,1
480,1663,1
480,6482,2
481,4683,4
482,6069,1
482,7082,1
482,10886,1
482,4068,2
482,58,4
482,3076,7
482,6887,1
482,7250,1
482,453,2
482,6678,4
7340,8476,1
486,6887,2
490,9182,3
490,10252,3
490,1335,3
490,5973,1
490,8749,1
490,5640,3
490,5184,1
491,7155,1
491,5809,4
491,10886,7
491,65,3
494,3939,1
494,6475,2
494,8501,1
494,6338,1
494,2045,1
494,5404,1
494,566,1
498,7158,1
498,9280,5
498,7647,2
503,2867,1
503,8906,1
503,8406,2
503,6293,2
503,10473,1
503,1334,1
503,6762,1
503,7214,2
503,2960,1
503,3307,1
503,3573,1
503,9884,2
504,2197,2
504,7463,1
504,7529,4
504,1750,10
504,2428,2
504,10156,1
504,2898,3
504,5498,1
504,8280,1
504,4862,2
504,10298,1
504,2867,2
504,9624,1
504,8364,1
504,3175,1
504,5817,2
504,2480,1
504,10473,8
504,4339,1
504,6592,1
504,5341,1
504,3559,3
504,5502,1
504,4150,1
504,8133,1
504,8954,1
504,4077,10
504,7941,9
504,3686,1
504,5969,34
504,6474,7
504,4169,1
504,1513,18
504,9703,1
504,209,2
504,2999,1
504,7507,3
504,10132,4
504,605,2
504,3254,2
504,8632,1
504,9674,1
504,4598,3
504,1639,1
504,10403,6
504,8476,1
504,858,3
504,3307,8
504,5265,70
504,1333,1
504,1038,1
504,9280,1
504,6887,8
504,2150,1
504,9194,1
504,9204,1
504,1645,4
504,6272,1
504,2702,15
505,9137,1
505,5164,1
505,2143,1
505,8749,2
505,9115,1
506,5476,2
506,1909,1
506,1929,1
506,6544,1
506,4093,1
506,6423,1
506,1543,1
506,2676,2
507,7529,1
507,4093,1
508,6069,1
508,7719,1
509,5983,1
510,3593,6
510,2203,2
510,3573,1
2976,10483,1
2976,7049,1
2976,10092,1
2976,6724,1
2976,2369,4
2976,8650,1
2976,3573,2
2976,8830,1
2976,6299,1
2976,3307,1
2976,1665,1
2976,2976,1
2976,8920,1
513,6916,1
513,513,2
513,8273,2
513,9027,1
513,10765,1
513,4502,3
513,9974,1
513,6887,2
513,1543,6
513,2676,6
514,4093,1
516,2867,1
517,3708,1
517,7321,1
517,2560,1
518,406,1
519,6887,1
519,5265,1
521,341,1
521,7250,5
521,4887,1
522,4093,1
525,5486,1
525,48,1
525,5661,1
526,8631,1
526,1089,3
528,2775,1
529,8771,2
529,6138,1
529,234,2
529,5521,1
529,9257,1
529,5202,1
529,4055,3
529,598,1
529,7808,1
529,335,1
530,2987,1
530,2889,1
530,10291,1
530,10735,2
530,9602,1
530,10298,9
532,8771,4
532,5495,4
532,7529,1
532,4664,4
532,5994,2
532,4077,1
532,2867,3
532,8497,10
532,3759,3
532,8744,1
532,1750,1
532,9627,1
532,6887,1
532,1665,2
532,5969,3
532,6554,1
532,1513,5
532,8713,6
532,4055,21
532,6694,3
532,10182,1
532,5265,2
532,7947,4
532,9650,1
532,1609,1
533,7962,3
533,4406,1
533,9703,1
533,9280,7
533,3851,2
533,9649,1
533,6359,1
533,3143,3
533,5248,1
533,5164,1
534,1750,2
534,7044,1
534,7270,1
536,10885,1
538,9280,1
538,1057,1
538,1058,1
540,4112,1
541,630,1
541,7649,2
541,8819,1
541,4672,2
541,10632,6
541,4093,1
541,468,1
541,8699,3
541,1702,1
541,6095,1
541,8155,1
541,5332,1
541,1842,1
541,1843,1
541,1109,2
541,2164,5
541,209,3
541,4960,1
541,4056,1
541,3839,1
541,6028,1
541,5026,3
541,1687,2
541,4537,1
542,880,4
542,3076,5
542,7250,17
542,7098,1
542,1271,1
542,1265,1
547,547,1
547,4044,1
548,7507,1
550,7962,1
550,6069,1
550,10886,1
550,10178,1
550,2704,1
550,2369,1
550,2611,2
550,1750,1
550,5265,5
550,5661,1
550,2560,1
550,2775,2
550,7507,1
550,10133,1
550,1347,1
550,532,1
3246,6069,2
3246,2469,2
3246,7823,2
3246,4578,2
3246,8965,1
3246,9840,2
3246,7719,2
555,10688,1
555,4862,1
556,3024,1
556,680,1
560,7778,1
560,5936,3
560,7678,2
560,446,3
560,630,1
560,3240,1
560,5661,1
560,8142,1
560,5164,1
560,1396,3
560,5760,3
563,4093,1
566,5655,9
566,8782,7
566,3638,1
566,376,1
566,10246,5
566,5662,2
566,10592,2
566,922,1
566,5290,1
566,2287,17
566,1790,33
566,1149,1
566,4672,1
566,6902,1
566,4891,2
566,9923,4
566,6862,1
566,8243,2
566,9925,2
566,1456,1
566,5837,1
566,6338,1
566,7587,1
566,10769,5
566,1271,106
566,8030,3
566,2448,8
566,8051,1
566,8584,3
566,6010,11
566,10608,1
566,1112,4
566,940,1
566,799,2
566,8103,59
566,9087,5
566,5512,56
566,7250,1
566,1811,19
566,10756,1
566,565,2
566,566,53
566,567,3
566,7419,8
566,95,1
566,7763,11
566,2458,4
566,758,1
566,2814,1
566,570,3
566,7946,16
566,8115,10
566,766,1
566,5186,2
566,45,2
566,7778,1
566,8641,1
566,4661,1
566,5531,2
566,98,1
566,419,7
566,3989,158
566,3509,2
566,4089,2
566,6715,6
566,9960,4
566,725,1
566,1653,1
566,2476,39
566,3322,127
566,1833,1
566,2829,27
566,421,3
566,3677,45
566,5540,14
566,5824,3
566,4001,3
566,10476,4
566,10800,2
566,6212,1
566,2339,2
566,1320,6
566,7288,3
566,7797,4
566,2980,3
566,8471,1
566,441,7
566,256,1
566,3760,1
566,9316,1
566,4884,1
566,7466,4
566,76,12
566,7611,11
566,9979,4
566,4176,1
566,4177,3
566,7505,1
566,7297,1
566,2871,6
566,8477,1
566,9988,13
566,8011,1
566,10142,7
566,8310,2
566,9983,1
566,5562,12
566,7583,1
566,5129,6
566,3876,1
566,3611,3
566,1534,1
566,9168,1
566,6239,2
566,5404,9
566,5975,1
566,9329,1
566,2356,9
566,4928,1
566,4035,1
566,8321,1
566,1886,5
566,103,1
566,9508,1
566,1297,3
566,7140,5
566,5076,8
566,3553,3
566,5439,70
566,8326,1
566,3556,4
566,2582,2
566,5249,11
566,7327,2
566,1549,2
566,7496,3
566,8169,1
566,2219,4
566,2128,2
566,5588,1
566,4210,5
566,3572,9
566,559,2
566,5091,1
566,5768,2
566,2798,4
566,7676,1
566,10466,3
566,5438,1
566,4796,2
566,7275,2
566,1051,2
566,4061,2
566,3202,3
566,3920,1
566,867,1
566,494,3
566,9682,1
566,1728,18
566,3750,102
566,1729,3
566,9997,1
566,5959,14
566,2389,1
566,2074,4
566,6803,1
566,3247,3
566,3076,1
566,9690,55
566,9869,1
566,2247,3
566,8871,3
566,2911,1
566,3567,3
566,4974,4
566,5962,2
566,9384,18
566,781,2
566,2556,5
566,5462,1
566,2398,10
566,5795,1
566,1586,2
566,2743,1
566,750,2
566,806,3
566,5700,4
566,3939,1
566,6475,18
566,5501,4
566,4954,1
566,660,2
566,3942,1
566,7809,2
566,5362,2
566,10569,1
566,10744,4
566,4967,2
566,1278,6
566,5307,32
566,10231,7
566,7859,3
566,1427,4
566,6801,1
566,6308,2
566,7185,1
566,10234,3
566,2589,5
566,4444,3
566,7912,4
567,2829,29
567,4954,1
567,2871,1
567,1112,1
567,570,1
567,2356,28
567,3989,5
567,9065,31
567,566,4
568,1657,2
568,2770,2
568,2704,2
570,1271,3
570,2476,1
570,566,5
570,1790,2
571,8906,1
571,5030,1
571,7180,2
571,10751,1
571,2689,3
571,1005,2
571,3550,10
571,5882,2
571,9550,1
571,2611,5
571,9213,1
571,3377,2
571,6287,1
571,5042,2
571,9379,1
571,10266,1
571,6176,1
571,7334,1
571,660,1
571,10808,1
571,1365,2
571,7212,1
571,3573,2
571,7939,1
571,327,3
572,2197,2
572,9231,1
572,7573,1
572,234,2
572,5147,4
572,3170,1
572,1800,1
572,2392,4
572,5536,1
572,4112,45
572,10298,1
572,8497,2
572,3759,1
572,8636,1
572,9697,32
572,10866,1
572,8677,1
572,7930,1
572,9436,1
572,431,3
572,7704,1
572,9124,1
572,434,6
572,3439,1
572,6220,8
572,3410,3
572,9088,5
572,2496,1
572,10175,1
572,3735,5
572,8108,2
572,8098,3
572,10694,1
572,3054,3
572,9570,1
572,667,1
572,2461,1
572,10696,1
572,7313,5
572,4180,1
572,8114,1
572,7641,2
572,1738,6
573,1792,1
573,7613,1
573,4100,1
573,573,2
573,5593,13
573,10708,2
573,791,1
574,2202,1
574,1265,1
574,7061,2
574,1665,3
574,6852,2
576,5969,1
578,578,1
578,5633,2
578,428,2
578,6887,1
578,2513,2
582,8806,1
582,10296,1
582,6259,1
582,118,1
582,3616,1
582,1665,1
3442,1552,1
3442,1021,2
3442,126,1
3442,3930,1
3442,3665,2
3442,7703,2
3442,5650,2
3442,647,1
3442,1705,1
3442,7809,3
3442,6688,2
3442,2340,1
3442,8871,7
3442,972,1
3442,1271,2
3442,5527,1
3442,9286,1
10895,8906,3
10895,10321,1
10895,9204,3
10895,277,1
10895,6285,1
10895,5882,8
10895,1324,3
10895,5838,2
10895,1365,4
10895,7214,4
10895,10239,6
10895,7693,9
10895,3573,5
10895,7939,1
3494,7962,3
3494,6681,1
3494,2560,4
589,73,1
589,10688,1
589,6263,1
589,8453,1
590,8193,5
590,1428,4
590,590,1
590,5788,4
590,6544,2
590,8114,1
590,8856,5
590,6887,1
590,455,1
592,4714,1
592,1681,1
592,6722,1
593,6916,7
593,5971,3
593,7680,1
593,823,5
593,3741,1
593,8277,1
593,2265,2
593,1039,3
593,7991,3
593,637,2
593,238,2
593,5266,1
593,4774,2
593,2676,1
595,7557,1
595,5661,1
595,7778,1
598,7263,1
598,8771,5
598,1257,1
598,4032,4
598,7778,2
598,4118,1
598,8736,2
598,8357,1
598,4229,1
598,8650,7
598,1619,1
598,2867,1
598,10473,2
598,2704,10
598,7540,1
598,7661,2
598,1665,4
598,8920,45
598,4054,1
598,8065,1
598,9562,2
598,7250,2
598,4175,1
598,3696,1
598,6932,1
598,4099,1
598,8479,2
598,2775,10
598,8485,1
599,5593,2
599,6746,1
600,9280,1
602,5664,1
602,1089,1
602,7224,1
605,8771,3
605,661,1
605,6455,2
605,7529,6
605,3800,1
605,2805,1
605,2513,1
605,10156,1
605,5265,34
605,1093,1
605,3624,1
605,8650,1
605,1393,1
605,1802,1
605,4077,5
605,2867,17
605,6887,1
605,4327,3
605,1630,1
605,4169,1
605,7787,6
605,7403,1
605,2702,5
605,7142,1
605,1750,35
605,5327,2
605,1813,1
605,9794,1
605,3559,3
605,3854,1
605,2486,1
605,9123,1
605,388,4
605,3130,1
605,9391,1
605,2960,1
605,3307,2
605,1665,1
605,5969,12
605,252,2
605,6399,1
605,3175,1
605,1513,7
605,4340,3
605,2136,2
605,1237,1
605,3902,1
605,467,1
605,4055,2
605,10144,1
605,9223,4
605,2898,13
605,8274,2
605,3778,1
605,3485,3
605,4256,7
605,9674,2
605,7850,1
605,2228,2
605,10403,1
605,858,3
605,5392,5
605,6488,1
605,9452,3
605,6148,2
605,3698,1
605,299,2
605,1645,4
605,2150,2
605,8522,2
605,2411,1
605,504,2
605,1277,2
605,5185,1
605,5063,2
607,4456,1
607,6186,1
607,1955,4
607,10697,1
607,7219,1
608,7130,1
608,7165,1
608,5142,1
611,1576,1
611,2560,5
611,8650,1
611,10640,1
611,8894,1
611,2415,1
612,8771,1
612,1864,1
612,3659,1
612,6724,1
612,10473,1
612,2611,1
612,8703,1
612,346,1
612,2960,1
612,598,1
612,3323,1
612,4054,1
612,9562,1
612,2999,3
612,7212,2
612,6069,1
612,10403,3
612,6932,2
612,10234,1
612,9280,2
612,6268,1
612,9650,1
612,2775,1
612,8769,1
612,7429,1
613,779,1
613,406,1
613,4186,1
613,9429,1
615,7005,1
615,6354,1
615,5309,1
615,2582,1
615,4974,1
615,3415,1
615,2287,1
615,1271,1
618,8906,12
618,7741,1
618,2704,1
618,5918,6
618,1735,1
618,7576,11
618,8357,1
618,3838,1
618,9826,1
618,8812,1
618,10753,6
618,7434,2
618,774,4
618,4531,1
618,3550,19
618,8453,2
618,7961,1
618,5882,1
618,2253,1
618,1089,6
618,8744,1
618,10808,1
618,9255,3
618,2611,60
618,9213,3
618,9836,1
618,3377,6
618,349,1
618,3183,28
618,4093,1
618,2615,4
618,7693,3
618,5888,13
618,2378,13
618,6820,1
618,2046,2
618,9310,1
618,4151,5
618,10266,3
618,6176,5
618,4099,1
618,4083,2
618,2839,12
618,7334,1
618,10886,3
618,10765,8
618,2842,2
618,10270,4
618,1967,1
618,10239,1
618,8202,1
618,1365,30
618,4429,6
618,5173,1
618,10104,1
618,6184,1
618,3573,13
618,6069,39
618,7910,1
618,7710,1
618,6837,3
618,3609,4
618,1819,1
618,618,6
618,2974,2
618,6887,2
618,1253,13
618,2775,1
618,3832,1
618,10146,2
618,8769,1
618,10473,2
621,8806,1
621,6259,1
621,10296,1
622,6354,1
622,3081,1
622,4315,7
622,6654,4
622,5527,6
622,3101,8
625,1089,1
625,2369,1
625,2898,2
625,1657,1
625,4502,2
625,8364,2
625,10473,6
625,504,1
625,6544,1
625,3307,1
625,5625,2
625,6176,3
625,7206,1
625,10765,1
625,118,1
625,3602,3
625,2805,1
625,3974,2
625,9674,1
625,10403,1
625,2702,13
625,5265,4
625,6887,1
625,625,5
625,369,2
625,1607,1
627,8906,2
627,5247,1
627,4721,2
627,5838,2
627,5074,1
627,10239,2
627,1396,1
627,3573,4
628,5935,1
630,3750,1
630,4950,1
630,2645,3
630,10185,4
630,5836,1
630,774,1
630,1347,1
630,3960,5
630,4672,1
630,6043,3
630,10632,9
630,8385,1
630,3377,1
630,10428,1
630,2257,1
630,7050,5
630,8659,1
630,3767,2
630,7280,5
630,8247,5
630,1800,12
630,7941,2
630,841,1
630,68,3
630,6176,2
630,4412,4
630,10886,1
630,660,29
630,1324,1
630,560,1
630,9000,1
630,8176,1
630,10284,3
630,3573,7
630,1105,15
630,1437,1
630,4350,25
630,9645,13
630,361,1
630,3698,1
630,10058,1
630,4142,4
630,6262,1
630,10410,12
630,808,3
630,5185,1
630,8894,4
630,3617,3
631,4093,1
631,4634,1
631,5661,1
632,9335,1
632,10886,1
632,1966,1
632,8280,1
632,4142,2
632,1529,1
633,9986,1
633,4093,1
633,2609,1
633,9703,1
633,5265,10
633,1333,2
633,5788,1
633,7532,4
633,1645,2
633,4546,2
633,8819,1
633,2702,1
634,7778,1
636,1589,1
636,4274,1
636,103,1
636,7218,1
636,360,4
636,445,1
636,7540,1
636,1333,5
636,6198,1
636,760,1
636,2618,1
636,3882,1
636,636,2
636,4546,1
636,3484,1
636,5164,3
636,7133,2
637,4619,6
637,10746,3
637,8906,1
637,1613,12
637,187,1
637,2285,3
637,1787,2
637,5150,1
637,774,1
637,7398,4
637,4993,14
637,10177,1
637,9590,2
637,3125,3
637,2792,1
637,2127,1
637,3129,1
637,6676,7
637,7241,1
637,7926,2
637,1272,2
637,5266,9
637,5335,1
637,10266,5
637,10267,7
637,9086,6
637,2961,1
637,2266,7
637,2307,2
637,10752,1
637,10450,4
637,8398,2
637,6184,1
637,406,7
637,3155,16
637,6028,2
637,8930,1
637,10100,1
637,9856,3
637,2822,2
637,235,3
637,8609,5
637,286,1
637,4323,2
637,5881,1
637,2656,1
637,5363,1
637,7087,1
637,8784,5
637,4004,2
637,593,5
637,2175,3
637,2994,50
637,2492,3
637,4516,4
637,3190,1
637,102,1
637,1849,2
637,8406,3
637,8635,1
637,10812,2
637,8303,14
637,5057,5
637,8476,1
637,5271,1
637,3349,1
637,10816,3
637,2191,3
637,1334,8
637,9639,3
637,4356,1
637,5230,6
637,5065,1
637,1693,1
637,9627,1
637,637,4
637,4191,3
637,3550,1
637,4367,1
637,4904,3
637,165,1
637,5927,7
637,3225,2
637,10688,1
637,1050,1
637,6927,3
637,5763,8
637,8839,1
637,5678,1
637,3106,1
637,4211,1
637,7845,3
637,9897,1
637,1029,9
637,3573,1
637,4385,3
637,666,2
637,5093,3
637,5863,6
637,9004,5
637,3741,4
637,7680,2
637,3758,2
637,2235,1
637,10188,6
637,7986,1
637,3633,1
637,4960,1
637,9746,11
637,3926,1
637,1580,1
637,4073,7
637,6994,1
637,2744,1
637,9875,2
637,2255,10
637,9029,1
637,1587,1
637,4054,1
637,2924,1
637,10219,3
637,5628,1
637,6780,3
637,6143,2
637,5632,2
637,8554,3
637,354,1
637,10054,8
637,6203,2
637,9715,1
637,7559,2
637,704,1
637,3103,1
637,3743,4
637,3609,1
637,8724,8
637,9234,1
637,5123,2
637,6828,1
637,4803,7
637,8556,5
637,3914,1
637,3617,1
638,5164,1
638,6349,1
639,6622,19
639,2324,1
639,140,1
639,3637,2
639,3170,2
639,378,8
639,10555,2
639,8698,1
639,1012,1
639,5246,1
639,1913,1
639,5083,2
639,9088,1
639,2454,1
639,3735,3
639,8677,3
639,10383,2
639,4929,2
639,6972,1
639,3652,1
639,10326,9
639,7945,5
639,4180,1
639,8221,1
643,7828,2
643,8770,2
643,6454,2
643,9204,1
643,370,1
643,824,1
643,8987,1
643,8357,1
643,3550,1
643,1350,1
643,5882,5
643,9550,1
643,9255,6
643,2611,2
643,5838,1
643,1551,1
643,9929,1
643,7961,1
643,9310,1
643,2924,1
643,10266,1
643,2452,7
643,9775,1
643,1365,10
643,7212,5
643,5432,2
643,3573,8
643,6069,2
643,7939,5
643,3832,1
643,7910,1
643,5740,1
647,1329,1
647,4604,1
647,3442,2
647,3230,1
647,647,3
647,10269,1
647,3076,3
647,5445,1
647,7250,2
647,8871,1
647,972,5
647,766,1
648,1955,1
648,5983,7
648,3463,6
649,6887,2
651,1488,4
651,913,2
651,632,1
651,3657,1
651,1181,3
651,1414,1
651,9335,7
651,3845,1
651,16,2
651,3220,1
651,6544,1
651,841,1
651,8482,1
651,4290,2
651,1362,1
651,1966,6
651,6349,1
651,6479,1
651,8455,2
651,8857,1
651,1426,1
651,1331,1
651,9645,2
651,1333,1
651,4142,2
109,8874,2
109,4054,3
109,2898,1
109,8713,1
109,2999,1
109,8650,1
109,1665,2
654,2467,1
655,7464,1
655,4842,1
655,6728,1
656,10704,1
656,9223,2
656,7529,50
656,10761,1
656,2898,9
656,1393,1
656,3091,3
656,9879,10
656,3994,1
656,4077,12
656,9773,17
656,5817,15
656,2702,9
656,1750,11
656,969,11
656,5969,17
656,2867,6
656,9747,1
656,3175,1
656,1513,9
656,4693,1
656,2411,2
656,1561,3
656,3974,1
656,446,2
656,3058,3
656,5265,110
656,3698,1
656,320,12
656,1645,1
658,988,1
658,3136,9
658,9901,1
658,7209,1
658,4347,1
658,5442,1
658,943,1
659,6622,2
659,5164,2
659,1750,1
659,5265,1
659,5969,1
660,1085,2
660,8906,1
660,10748,1
660,3834,9
660,5247,4
660,2471,1
660,4317,2
660,8812,3
660,3881,1
660,541,1
660,774,11
660,3960,3
660,3550,24
660,1233,2
660,831,1
660,8385,1
660,5619,1
660,2611,7
660,2989,10
660,9836,1
660,3377,1
660,5838,3
660,6423,1
660,7280,1
660,8247,1
660,1800,12
660,566,1
660,3639,1
660,10266,11
660,6176,5
660,660,1
660,630,17
660,7248,2
660,5737,1
660,3220,1
660,3779,1
660,3573,2
660,1105,21
660,3439,2
660,9645,2
660,2380,1
660,618,2
660,3980,1
660,6531,1
660,10410,12
660,808,1
660,8894,14
665,5096,1
665,1110,3
665,10118,4
665,10315,3
667,4603,1
10888,7133,6
10888,8877,1
10888,4112,7
10888,2722,2
10888,549,1
670,5164,2
670,2446,1
671,1750,1
673,10886,4
673,6887,3
673,1233,3
673,5661,1
675,5485,1
675,6896,1
675,2578,1
677,1233,3
677,27,1
677,2560,2
677,4962,2
677,7947,1
677,7641,1
677,3747,1
678,3012,2
678,4931,1
678,7459,2
678,8155,5
678,690,2
678,7183,1
678,7372,1
678,8114,1
678,4442,1
678,8390,1
678,3779,3
678,10458,2
679,9429,1
679,10886,1
679,9822,1
679,5591,1
679,6887,6
679,1253,1
679,5593,2
679,9457,1
680,10414,3
680,7030,1
680,687,10
680,1947,1
680,10753,1
680,4241,2
680,1999,1
680,5782,1
680,7921,4
680,3962,1
680,5501,1
680,3964,1
680,7043,1
680,4122,2
680,3470,1
680,4641,2
680,5281,2
680,6682,1
680,2305,3
680,10084,1
680,6346,1
680,1276,1
680,897,1
680,5511,1
680,6687,3
680,9270,1
680,3142,1
680,2965,1
680,1281,2
680,188,1
680,6017,1
680,7762,1
680,2032,2
680,9455,2
680,1131,19
680,7691,1
680,1647,1
680,1490,1
680,4365,1
680,6457,1
680,10515,11
680,5417,2
680,10105,1
680,4986,3
680,9113,1
680,7435,2
680,9962,1
680,3674,1
680,4325,1
680,10191,1
680,10436,1
680,7443,7
680,4677,1
680,2116,2
680,243,1
680,10596,1
680,2000,9
680,4682,9
680,9126,1
680,1484,1
680,7973,2
680,7094,2
680,5374,1
680,10108,2
680,1146,1
680,978,2
680,9974,4
680,8140,1
680,809,1
680,4698,1
680,1526,1
680,4901,6
680,5061,5
680,622,1
680,2681,7
680,10151,1
680,2684,1
680,9497,1
680,2105,16
680,95,2
680,282,5
680,9161,1
680,6229,3
680,5409,2
680,6145,1
680,1544,2
680,7099,1
680,5752,3
680,9166,4
680,1871,1
680,9510,2
680,1876,3
680,1552,5
680,8995,5
680,5253,2
680,5588,2
680,4434,1
680,2888,24
680,5764,2
680,6607,2
680,2055,41
680,8241,2
680,2058,5
680,3574,1
680,1466,1
680,7681,5
680,6449,1
680,9369,1
680,9009,1
680,3920,24
680,390,1
680,6273,1
680,3064,1
680,8195,1
680,10027,2
680,10866,1
680,5034,1
680,5955,9
680,680,7
680,3081,7
680,8044,6
680,9549,1
680,9694,8
680,5761,4
680,1062,1
680,9214,1
680,9387,3
680,3765,2
680,1585,1
680,2193,1
680,6265,5
680,4232,1
680,7130,1
680,5802,1
680,1922,18
680,1664,9
680,4019,1
680,8424,1
680,5639,1
680,3359,9
680,5476,2
680,4727,33
680,7897,19
680,10577,1
680,1910,1
680,9985,1
680,1935,3
680,5652,1
680,8568,1
680,5823,2
680,5621,1
683,3295,2
683,2181,1
683,2369,31
683,7619,5
683,8269,4
684,5690,3
685,3526,3
686,2467,1
686,10886,4
686,3666,2
686,4869,1
686,8808,2
686,1260,2
686,1693,2
686,10161,1
686,1495,17
686,9735,1
686,1543,4
686,4862,1
686,7962,1
686,3962,2
686,5106,1
686,2704,2
686,5925,1
686,10536,1
686,686,3
686,3463,4
686,2560,5
686,648,1
686,10432,2
686,10768,1
686,9125,1
686,9473,1
686,5969,1
686,6916,2
686,823,2
686,2568,1
686,4913,1
686,475,1
686,48,2
686,5701,1
686,10011,1
686,5337,4
686,4693,4
686,9984,3
686,8628,5
686,4471,1
686,1966,1
686,10133,1
686,2550,1
686,8597,1
686,2676,5
686,9800,1
686,7561,1
686,10276,1
686,446,2
686,7562,1
686,2017,1
686,5983,1
686,5819,2
686,1831,1
686,4222,1
686,6231,1
686,9280,28
686,6887,19
686,8334,7
686,3496,1
686,2775,5
686,1687,5
686,1927,1
686,7306,1
688,7777,4
688,9907,1
688,9204,2
688,9436,1
688,5189,2
688,5276,1
688,8531,1
688,427,2
688,5265,20
688,4112,1
